1234,Bombay School,09-2361012,admin@bombay.school.nz,Paul Petersen,http://www.bombay.school.nz,35 Paparata Road ,,Bombay,35 Paparata Road,,Bombay,2675,Rural settlement,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,166301,Bombay Hills,Franklin Ward,99075,Pukekohe Community of Learning,-37.185533,174.995081,Yes,408,384,293,60,29,52,21,0,0,0.3,All students taught in English,No,No,Open
1235,Botany Downs School,09-5349848,office@botanydowns.school.nz,Vicki Parkins,http://www.botanydowns.school.nz,Mirrabooka Avenue ,Botany Downs,Auckland,35 Mirrabooka Avenue,Botany Downs,Auckland,2010,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,152900,Botany Downs East,Howick Ward,99119,Howick Coast Kāhui Ako,-36.912085,174.922774,Yes,392,600,207,31,63,272,52,3,6,0.3,All students taught in English,No,No,Open
1236,Brookby School,09-530 8569,office@brookby.school.nz,Wayne Gillard,http://www.brookby.school.nz,359 Brookby Road ,Manurewa,Auckland,359 Brookby Road RD 1,,Manurewa,2576,Rural other,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Papakura,Hauraki-Waikato,157101,Turanga,Franklin Ward,99119,Howick Coast Kāhui Ako,-36.987433,174.993987,Yes,415,120,102,22,10,11,5,2,0,0.42,All students taught in English,No,No,Open
1237,Browns Bay School,09-4794301,bbs@brownsbay.school.nz,Teresa Burn,http://www.brownsbay.school.nz/,Masterton Road ,Browns Bay,Auckland,6 Masterton Road,Rothesay Bay,North Shore City,630,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,119000,Rothesay Bay,Albany Ward,99000,Mid Bays Community of Schools,-36.721853,174.744662,Yes,369,663,275,31,20,344,37,23,4,0.23,All students taught in English,No,No,Open
1238,Bruce McLaren Intermediate,09-8363175,admin@brucemclaren.school.nz,Liz Wood,http://www.brucemclaren.school.nz,61 - 69 Bruce Mclaren Road ,Henderson,Auckland,61-69 Bruce McLaren Road,Henderson,Auckland,612,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kelston,Te Tai Tokerau,127500,Henderson Central,Waitākere Ward,99029,Henderson Community of Learning,-36.895336,174.627079,Yes,489,274,82,37,109,77,19,4,0,0.17,Some students taught in a Pacific language,No,No,Open
1239,Buckland School,09-2389419,admin@buckland.school.nz,Mavis Glasgow,http://www.buckland.school.nz/,72 George Crescent ,,Buckland-Auckland,72 George Crescent RD 2,,Pukekohe,2677,Medium urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,166200,Buckland,Franklin Ward,99075,Pukekohe Community of Learning,-37.228336,174.926351,Yes,434,265,180,56,16,30,8,1,0,0.23,All students taught in English,No,No,Open
1240,Bucklands Beach Intermediate,09-5342896,mailbox@bbi.school.nz,Diane Parkinson,http://www.bbi.school.nz,247 Bucklands Beach Road ,Bucklands Beach,Auckland,247 Bucklands Beach Road,Bucklands Beach,Manukau,2012,Major urban area,Intermediate,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148300,Bucklands Beach Central,Howick Ward,99216,Te Ara Bucklands Beach Kāhui Ako,-36.883126,174.910452,Yes,373,909,234,32,20,689,28,26,25,0.4,All students taught in English,No,No,Open
1241,Bucklands Beach Primary School,09-5346543,office@bbps.school.nz,Kelly Slater-Brown,http://www.bbps.school.nz,107 Clovelly Road ,Bucklands Beach,Auckland,107 Clovelly Road,Bucklands Beach,Manukau,2012,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,146400,Bucklands Beach North,Howick Ward,99216,Te Ara Bucklands Beach Kāhui Ako,-36.865755,174.908001,Yes,356,418,135,16,13,286,25,4,2,0.47,All students taught in English,No,No,Open
1242,Campbells Bay School,09-4107444,admin@campbellsbay.school.nz,Bevan Verryt,http://www.campbellsbay.school.nz/,77 Aberdeen Road ,Castor Bay,Auckland,77 Aberdeen Road,Castor Bay,North Shore City,620,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,123701,Castor Bay North,North Shore Ward,99000,Mid Bays Community of Schools,-36.754727,174.759313,Yes,344,822,358,19,5,452,29,2,32,0.13,All students taught in English,No,No,Open
1243,Chaucer School,09-6266699,admin@chaucer.school.nz,Michael Fletcher,http://www.chaucer.school.nz,Chaucer Place ,Blockhouse Bay,Auckland,2A Chaucer Place,Blockhouse Bay,Auckland,600,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,137201,Blockhouse Bay North,Whau Ward,99012,Lynfield Kāhui Ako,-36.914455,174.694563,Yes,430,222,20,23,51,112,43,1,0,0.16,All students taught in English,No,Yes,Open
1244,Chelsea School,09-4180082,office@chelsea.school.nz,Chrissy Wakeman,http://www.chelsea.school.nz/,Onetaunga Road ,Birkenhead,Auckland,6 Onetaunga Road,Chatswood,North Shore City,626,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,126300,Chatswood,North Shore Ward,99214,Te Ara Whetū Kāhui Ako,-36.816259,174.70762,Yes,355,390,241,19,10,147,21,1,4,0.18,All students taught in English,No,Yes,Open
1245,Christ the King Catholic School (Owairaka),09-6267123,admin@ctk.school.nz,Billy Hadnett,http://www.ctk.school.nz,288 Richardson Road ,Mount Roskill,Auckland,288 Richardson Road,Mount Roskill,Auckland,1041,Major urban area,Full Primary,,State : Integrated,"Donations should not be requested, unless for a school camp",Primary Co-Ed/Secondary Girls,,Te Tai Raro,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,138302,New Windsor East,Albert-Eden-Puketāpapa Ward,99030,Auckland Central Catholic Kāhui Ako,-36.904106,174.720694,No,450,116,15,10,51,43,9,0,0,0.22,All students taught in English,No,No,Open
1246,Churchill Park School,09-575 8156,principal@churchillpark.school.nz,Marie Todd,http://www.churchillpark.school.nz,41 Kinsale Avenue ,Glendowie,Auckland,41 Kinsale Avenue,Glendowie,Auckland,1071,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,144001,Glendowie North,Ōrākei Ward,99096,Glendowie Kāhui Ako,-36.851496,174.873571,Yes,365,385,287,24,3,80,48,8,8,0.43,All students taught in English,No,Yes,Open
1247,Clayton Park School,09-2670077,office@claytonpark.school.nz,Jolene Marie,http://www.claytonpark.school.nz,187 Coxhead Road ,Manurewa,Auckland,187 Coxhead Road,Wattle Downs,Manukau,2103,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,161500,Wattle Downs East,Manurewa-Papakura Ward,99211,Te Korowai Kakahu o Manurewa Kāhui Ako,-37.041063,174.896892,Yes,509,329,52,137,182,69,7,1,0,0.31,Some students taught in te reo Māori,No,No,Open
1248,Clendon Park School,09-2676671,office@clendonpark.school.nz,Suzanne Dawson,http://www.clendonpark.school.nz,145 Rowandale Avenue ,Manurewa,Auckland,145 Rowandale Avenue,Manurewa,Manukau,2102,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,159201,Homai West,Manurewa-Papakura Ward,,,-37.017939,174.870791,Yes,526,730,52,307,426,40,11,0,0,0.18,All students taught in te reo Māori or a Pacific language,No,No,Open
1249,Clevedon School,09-2928654,office@clevedonschool.co.nz,Edeh Sullivan,http://www.clevedon.school.nz,13 North Road ,Clevedon,Papakura,13 North Road RD 2,,Papakura,2582,Rural settlement,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Papakura,Hauraki-Waikato,162901,Clevedon,Franklin Ward,99119,Howick Coast Kāhui Ako,-36.990305,175.038957,Yes,417,389,295,98,26,47,9,2,1,0.54,All students taught in English,No,Yes,Open
1251,Sir Edmund Hillary Collegiate Junior School,09-2745782,office.juniorschool@sehc.school.nz,Vasati Vaoiva,http://www.sehc.school.nz,2 Franklyne Road ,Otara,Auckland,PO Box 61054,Otara,Auckland,2159,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,154400,Ōtara Central,Manukau Ward,99199,Ōtara ō te Rererangi Kāhui Ako,-36.950212,174.877275,Yes,520,380,9,65,334,13,1,2,0,0.11,Some students taught in a Pacific language,No,No,Open
1252,Coatesville School,09-4159218,office@coatesvilleschool.nz,Richard Johnson,http://www.coatesville.school.nz/,24 Mahoenui Valley Road ,Albany,Auckland,24 Mahoenui Valley Road RD 3,,Albany,793,Rural other,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,115501,Coatesville,Rodney Ward,99128,Whānau ki te Ako: Albany / Greenhithe,-36.717952,174.64439,Yes,374,282,242,34,11,37,12,2,0,0.35,All students taught in English,No,Yes,Open
1253,Cockle Bay School,09-5348333,office@cocklebay.school.nz,Dorothy Bigwood,http://www.cocklebay.school.nz,Sandspit Road ,Howick South,Auckland,28 Sandspit Road,Cockle Bay,Manukau,2014,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,153400,Cockle Bay,Howick Ward,99127,Waipaparoa Kāhui Ako,-36.905057,174.939225,Yes,366,770,344,30,25,379,17,30,5,0.36,All students taught in English,No,No,Open
1254,Colwill School Massey,09-8336081,office@colwill.school.nz,Rob Taylor,http://www.colwill.school.nz,Kintara Drive ,Massey,Auckland,Kintara Drive,Massey,Waitakere,614,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,122300,Royal Heights South,Waitākere Ward,99125,Te Kāhui Ako o Tiriwā,-36.834051,174.632881,Yes,503,249,39,56,116,46,18,1,0,0.43,All students taught in English,No,No,Open
1255,Conifer Grove School,09-2997490,admin@cgschool.ac.nz,Lee-Anne Maxwell (Acting),http://www.conifergrove.school.nz,Evanda Crescent ,Takanini,Auckland,19 Evanda Crescent,Conifer Grove,Takanini,2112,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Takanini,Tāmaki Makaurau,161800,Conifer Grove West,Manurewa-Papakura Ward,99099,Rosehill Pathways Kāhui Ako,-37.048539,174.911616,Yes,432,553,154,121,111,272,21,3,0,0.29,All students taught in English,No,No,Open
1256,Cornwall Park District School,09-5246574 ,admin@cpds.school.nz,Janine Irvine,http://www.cornwallpark.school.nz/,193 Green Lane West ,Greenlane,Auckland,193 Green Lane West,Greenlane,Auckland,1051,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,142201,Greenlane North,Albert-Eden-Puketāpapa Ward,99001,Auckland Central Community of Schools,-36.892542,174.789077,Yes,350,705,258,33,33,436,33,6,10,0.17,All students taught in English,No,No,Open
1257,Cosgrove School,09-2988365,admin@cosgrove.school.nz,Gustaaf Klein,http://www.cosgrove.school.nz,10 Cosgrave Road ,,Papakura,10 Cosgrave Road,,Papakura,2110,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163301,Papakura North East,Manurewa-Papakura Ward,,,-37.054111,174.957852,Yes,526,612,79,248,291,114,16,3,0,0.39,All students taught in English,No,No,Open
1258,Dairy Flat School,09-4159071,office@dairyflat.school.nz,Katie Hills,http://www.dairyflat.school.nz,1220 Dairy Flat Highway ,Dairy Flat,Auckland,1220 Dairy Flat Highway RD 4,,Auckland,794,Rural other,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,113402,Dairy Flat North,Rodney Ward,99069,Orewa Community of Learning,-36.667771,174.638892,Yes,425,309,236,21,14,50,22,3,0,0.4,All students taught in English,No,No,Open
1259,Dawson School,09-2745390,office@dawson.school.nz,Tarayn Zeier,http://www.dawson.school.nz/,Haumia Way ,Otara,Auckland,PO Box 64147,Botany,Manukau,2163,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Botany,Tāmaki Makaurau,157200,Rongomai East,Manukau Ward,,,-36.974375,174.893387,Yes,518,308,30,57,244,26,2,3,0,0.12,All students taught in English,No,No,Open
1260,Devonport Primary School,09-4450183,office@devonport.school.nz,Beverley Booth,http://www.devonport.school.nz/,Kerr Street ,Devonport,Auckland,18 Kerr Street,Devonport,North Shore City,624,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,133000,Devonport,North Shore Ward,99048,Devonport-Takapuna Kāhui Ako,-36.828336,174.799486,Yes,374,224,194,8,3,9,12,3,0,0.29,All students taught in English,No,Yes,Open
1261,Dominion Road School,09-6210155,office@dominionrd.school.nz,Lesley Mitchell,http://www.dominionrd.school.nz,Quest Terrace ,Mount Roskill,Auckland,14 Quest Terrace,Mount Roskill,Auckland,1041,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,139700,Mount Roskill North,Albert-Eden-Puketāpapa Ward,99032,Puketāpapa Community of Learning,-36.904869,174.743731,Yes,456,230,26,26,106,84,23,2,0,0.23,All students taught in English,No,No,Open
1262,Don Buck School,09-8336005,office@donbuck.school.nz,Sandy Stirling,http://www.donbuck.school.nz,124 Don Buck Road ,Massey,Auckland,124 Don Buck Road,Massey,Waitakere,614,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121701,Massey West,Waitākere Ward,99125,Te Kāhui Ako o Tiriwā,-36.851211,174.609884,Yes,495,271,54,43,106,78,18,1,0,0.31,All students taught in English,No,No,Open
1263,Drury School,09-2948502,office@drury.school.nz,Robyn Malcolm,http://www.drury.school.nz/,Young Crescent ,,Drury,Young Crescent,,Drury,2113,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,164302,Drury East,Manurewa-Papakura Ward,99099,Rosehill Pathways Kāhui Ako,-37.098797,174.949723,Yes,442,362,179,91,74,112,14,4,0,0.37,All students taught in English,No,Yes,Open
1264,East Tamaki School,09-2749246,,Sarah Mirams,http://www.easttamaki.school.nz/,196 Preston Road ,East Tamaki,Auckland,PO Box 58035,Botany,Manukau,2163,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,155801,Ferguson,Manukau Ward,,,-36.96255,174.886533,No,515,167,1,29,134,14,0,1,0,0.13,All students taught in English,No,No,Open
1265,Edendale School (Auckland),09-8466340,office@edendale.school.nz,Jonathan Ramsay,http://www.edendale.school.nz,419 Sandringham Road ,Sandringham,Auckland,419 Sandringham Road,Sandringham,Auckland,1025,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,137000,Sandringham Central,Albert-Eden-Puketāpapa Ward,99150,Mt Albert Kāhui Ako,-36.887372,174.737208,Yes,375,556,199,15,54,301,31,0,7,0.18,All students taught in English,No,No,Open
1266,Edmonton School,09-8389318,office@edmonton-primary.school.nz,Margaret Samson,http://www.edmonton-primary.school.nz,Edmonton Road ,Te Atatu South,Auckland,1 School Road,Te Atatu South,Auckland,610,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,126401,Te Atatū South-Edmonton,Waitākere Ward,99013,Te Atatu Community of Learning,-36.865667,174.642282,Yes,456,202,66,52,64,70,17,0,0,0.23,All students taught in English,No,No,Open
1267,Edmund Hillary School,09-2989132,admin@edmundhillary.school.nz,Kataraina Nock,,Hunua Road ,,Papakura,PO Box 2721515,,Papakura,2244,Major urban area,Full Primary,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163600,Papakura Massey Park,Manurewa-Papakura Ward,99152,Kāhui Ako ki Papakura,-37.067381,174.95773,Yes,533,209,24,90,114,34,0,0,0,0.41,All students taught in English,No,No,Open
1268,Ellerslie School,09-5795477,office@ellerslie.school.nz,Nick Butler,http://www.ellerslie.school.nz,12 Kalmia Street ,Ellerslie,Auckland,12 Kalmia Street,Ellerslie,Auckland,1051,Major urban area,Full Primary,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Maungakiekie-Tāmaki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144201,Ellerslie West,Maungakiekie-Tāmaki Ward,99014,Maungakiekie Community of Learning,-36.898634,174.805734,Yes,374,794,321,47,59,424,52,6,0,0.19,All students taught in English,No,Yes,Open
1269,Elm Park School,09-5770070,secretary@elmpark.school.nz,Sarah Baleicakau,http://www.elmpark.school.nz,46 Gossamer Drive ,Pakuranga Heights,Auckland,46 Gossamer Drive,Pakuranga Heights,Manukau,2010,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,150500,Pakuranga Heights North West,Howick Ward,99149,Te ara Mana-ā-Kura Kāhui Ako| Farm Cove Community of Learning ,-36.910383,174.889952,Yes,408,501,171,63,77,259,31,3,1,0.32,All students taught in English,No,No,Open
1270,Epsom Normal School,09-6305144,office@epsomnormal.school.nz,Ateel Sudhakar (Acting),http://www.epsomnormalprimary.school.nz/,41 The Drive ,Epsom,Auckland,41 The Drive,Epsom,Auckland,1023,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Albert-Eden Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,140200,Epsom Central-North,Albert-Eden-Puketāpapa Ward,99001,Auckland Central Community of Schools,-36.890747,174.770541,Yes,354,651,53,17,52,522,59,0,1,0.15,All students taught in English,No,No,Open
1271,Fairburn School,09-2701130,info@fairburn.school.nz,Paula Passfield,http://www.fairburn.school.nz,10 Pukeora Road ,Otahuhu,Auckland,10 Pukeora Road,Otahuhu,Auckland,1062,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,151900,Ōtāhuhu South,Manukau Ward,,,-36.947799,174.849834,Yes,482,466,32,71,278,150,10,1,0,0.12,All students taught in English,No,No,Open
1272,Farm Cove Intermediate,09-577 0009,enquiries@farmcove.school.nz,Tamara Jones,http://www.farmcove.school.nz,16 Butley Drive ,Pakuranga,Auckland,16 Butley Drive,Farm Cove,Auckland,2012,Major urban area,Intermediate,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148401,Farm Cove,Howick Ward,99149,Te ara Mana-ā-Kura Kāhui Ako| Farm Cove Community of Learning ,-36.896484,174.891,Yes,409,498,206,58,55,243,29,5,6,0.35,All students taught in English,No,No,Open
1273,Favona School,09-2758449,kathyd@favona.school.nz,Diane Wiechern,http://www.favona.school.nz,Wakefield Road ,Favona,Auckland,Wakefield Road,Favona,Auckland,2024,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,148200,Favona North,Manukau Ward,,,-36.953953,174.806963,Yes,496,305,23,61,256,33,6,0,0,0.22,All students taught in te reo Māori or a Pacific language,No,No,Open
1274,Ferguson Intermediate (Otara),09-2748471,office@fergusonint.school.nz,Ronnie Govender,http://fergusonint.school.nz/,Ferguson Road ,Otara,Auckland,PO Box 61140,Otara,Auckland,2159,Major urban area,Intermediate,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,155801,Ferguson,Manukau Ward,99200,Te Puke ō Taramainuku Kāhui Ako,-36.964274,174.882443,No,521,410,13,79,326,33,3,2,0,0.1,Some students taught in te reo Māori or a Pacific language,No,No,Open
1275,Finlayson Park School,09-2665558 Ext 105,office@finlaysonpark.school.nz,Sumithra Naidoo (Acting),http://www.finlaysonpark.school.nz,85 John Walker Drive ,Manurewa,Auckland,85 John Walker Drive,Manurewa,Manukau,2102,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,159900,Rowandale West,Manurewa-Papakura Ward,,,-37.032006,174.871991,Yes,522,936,39,316,652,93,6,3,0,0.22,All students taught in te reo Māori or a Pacific language,No,No,Open
1276,Flanshaw Road School,09-8347224,denise@flanshawroad.school.nz,Cherie Taylor-Patel,http://www.flanshawroad.school.nz,51 Flanshaw Road ,Te Atatu South,Auckland,51 Flanshaw Road,Te Atatu South,Waitakere,610,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,127001,Te Atatū South-North,Waitākere Ward,,,-36.860805,174.645463,Yes,443,344,134,83,110,108,17,2,0,0.24,All students taught in English,No,No,Open
1277,Flat Bush School,09-2748279,office@flatbush.school.nz,Janetta Mayerhofler (Acting),http://www.flatbush.school.nz,Flat Bush Road ,Otara,Auckland,20 Flat Bush Road,Otara,Manukau,2023,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Ōtara-Papatoetoe Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,155702,Ōtara South,Manukau Ward,99200,Te Puke ō Taramainuku Kāhui Ako,-36.97529,174.883673,Yes,519,404,7,97,322,15,2,0,0,0.09,Some students taught in a Pacific language,No,No,Open
1278,Forrest Hill School,09-4108939,admin@forresthill.school.nz,John Marwick,http://www.forresthill.school.nz,50 Forrest Hill Road ,Forrest Hill,Auckland,50 Forrest Hill Road,Forrest Hill,North Shore City,620,Major urban area,Contributing,,State,Donations may be requested,Co-Educational,,Te Tai Raro,Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,123400,Forrest Hill West,North Shore Ward,99188,Pupuke (Westlake) Community of Learning,-36.773717,174.749433,Yes,374,470,131,22,13,300,38,2,4,0.05,All students taught in English,No,No,Open
1279,Freemans Bay School,09-3601572,admin@freemansbay.school.nz,Cindy Walsh,http://www.freemansbay.school.nz,Wellington Street ,Freemans Bay,Auckland,95 Wellington Street,Freemans Bay,Auckland,1011,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,131801,Freemans Bay,Waitematā and Gulf Ward,99154,Te Kāhui Ako o Waitematā,-36.852048,174.75281,Yes,407,637,115,52,41,465,57,4,10,0.07,Some students taught in te reo Māori,No,No,Open
1280,Freyberg Community School,09-8389664,admin@freyberg.school.nz,Maria Dopheide,http://www.freyberg.school.nz,Roberts Road ,Te Atatu South,Auckland,60 Roberts Road,Te Atatu South,Waitakere,610,Major urban area,Contributing,,State,"Donations should not be requested, unless for a school camp",Co-Educational,,Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,127701,Te Atatū South-McLeod North,Waitākere Ward,99013,Te Atatu Community of Learning,-36.871038,174.651176,Yes,427,420,213,70,80,135,33,2,0,0.2,All students taught in English,No,No,Open
