ACARAId,SchoolName,SchoolType,SchoolURL,States ,Email,Numbers,SchoolGeographicLocation,IndependentSchool,SchoolSector
44581,Chum Creek Primary School,Prim,http://www.chumcreek.vic.edu.au/,VIC,chum.creek.ps@education.vic.gov.au,"(03) 5962 5391, 0412 440 271",21,N,Gov
44941,Churchill Primary School,Prim,http://www.churchillps.vic.edu.au/,VIC,churchill.ps@education.vic.gov.au,351221343,21,N,Gov
48330,Churchlands Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5102,WA,churchlands.ps@education.wa.edu.au,,50,N,Gov
48125,Churchlands Senior High School,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4012,WA,enquiries@churchlands.wa.edu.au,,50,N,Gov
51484,Cire Community School,Special,http://www.cire.org.au/community-school/,VIC,communityschool@cire.org.au,"1300 835 235, 51 933 700 538",20,Y,NG
48331,City Beach Primary School,Prim,http://citybeachps.wa.edu.au/,WA,citybeach.ps@education.wa.edu.au,08 9237 7400,50,N,Gov
41760,Clairgate Public School,Prim,https://clairgate-p.schools.nsw.gov.au,NSW,clairgate-p.school@det.nsw.edu.au,02 9670 1408,10,N,Gov
46104,Clairvaux Catholic School,Prim,http://www.ccsbelmont.com.au,VIC,info@ccsbelmont.com.au,(03) 5243 2739,20,N,NG
43504,Clancy Catholic College,Sec,https://clancy.syd.catholic.edu.au,NSW,"admin@sfxlurnea.org.au, info@clancy.catholic.edu.au","171 (02) 8783 6000, 02 9826 8977, (02) 8783 6000, 02 9607 8760",10,N,NG
49534,Clapham Primary School,Prim,http://www.claphamps.sa.edu.au/,SA,dl.0952.info@schools.sa.edu.au,"(08) 8276 5633, 1800 551 800, 03 5304 4777",40,N,Gov
42681,Clare Public School,Prim,https://clare-p.schools.nsw.gov.au,NSW,clare-p.school@det.nsw.edu.au,03 5020 6896,13,N,Gov
41782,Claremont Meadows Public School,Prim,https://claremontm-p.schools.nsw.gov.au,NSW,claremontm-p.school@det.nsw.edu.au,02 9833 0711,10,N,Gov
40129,Clarence High School,Sec,https://clarencehigh.education.tas.edu.au/,TAS,clarence.high@decyp.tas.gov.au,03 6244 2544,61,N,Gov
40926,Clarence Valley Anglican School,Pri/Sec,https://www.cvas.nsw.edu.au/,NSW,"jsreception@cvas.nsw.edu.au, ssreception@cvas.nsw.edu.au","(02) 6642 2011, (02) 6642 8205",11,Y,NG
43885,"Clarence Valley Anglican School, Grafton Campus",Prim,http://www.cvas.nsw.edu.au/,NSW,"jsreception@cvas.nsw.edu.au, ssreception@cvas.nsw.edu.au","(02) 6642 2011, (02) 6642 8205",11,Y,NG
40133,Clarendon Vale Primary School,Prim,https://clarendonvaleprimary.education.tas.edu.au/,TAS,clarendon.vale.primary@decyp.tas.gov.au,03 6247 7055,61,N,Gov
41312,Clarke Road School,Special,https://clarkerd-s.schools.nsw.gov.au,NSW,clarkerd-s.school@det.nsw.edu.au,02 9487 2652,10,N,Gov
48723,Clarkson Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5731,WA,Clarkson.PS@education.wa.edu.au,,50,N,Gov
48012,Clayfield College,Pri/Sec,http://www.clayfield.qld.edu.au,QLD,info@clayfield.qld.edu.au,"(07) 3262 0262, 902-4948-978, 83 986 300 603",30,Y,NG
41500,Claymore Public School,Prim,https://claymore-p.schools.nsw.gov.au,NSW,claymore-p.school@det.nsw.edu.au,02 4626 3988,10,N,Gov
44748,Clayton South Primary School,Prim,http://www.claytonsouthps.vic.edu.au,VIC,clayton.south.ps@education.vic.gov.au,395580599,20,N,Gov
53169,Clearview Christian College,Sec,https://www.clearview.qld.edu.au/,QLD,admin@clearview.qld.edu.au,"(07) 4910 8822, 17 643 980 287",31,Y,NG
43015,Clergate Public School,Prim,https://clergate-p.schools.nsw.gov.au,NSW,clergate-p.school@det.nsw.edu.au,02 6365 8256,11,N,Gov
49438,Cleve Area School,Pri/Sec,http://www.cleveas.sa.edu.au,SA,dl.0753.info@schools.sa.edu.au,(08) 8628 2104,43,N,Gov
44638,Clifton Creek Primary School,Prim,http://www.cliftoncreekps.vic.edu.au,VIC,clifton.creek.ps@education.vic.gov.au,03 5162 7800,22,N,Gov
44257,Clifton Hill Primary School,Prim,http://www.cliftonhillps.vic.edu.au,VIC,clifton.hill.ps@education.vic.gov.au,394898333,20,N,Gov
48589,Clifton Hills Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5550,WA,cliftonhills.ps@education.wa.edu.au,08 9234 7800,50,N,Gov
48690,Clifton Park Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5692,WA,cliftonpark.ps@education.wa.edu.au,,51,N,Gov
45133,Clifton Springs Primary School,Prim,http://www.cliftonspringsps.vic.edu.au,VIC,clifton.springs.ps@education.vic.gov.au,03 5251 3581,21,N,Gov
45909,Clonard College,Sec,https://clonard.vic.edu.au/,VIC,office@clonard.vic.edu.au,"(03) 5278 9909, 34 169 198 421, (03) 5278 2155",20,N,NG
49520,Clovelly Park Primary School,Prim,http://www.clovellyps.sa.edu.au,SA,dl.0932.info@schools.sa.edu.au,,40,N,Gov
48826,Cloverdale Education Support Centre,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6064,WA,Cloverdale.ESC@education.wa.edu.au,,50,N,Gov
44308,Clunes Primary School,Prim,http://www.clunesps.vic.edu.au,VIC,clunes.ps@education.vic.gov.au,(03) 5345 3182,21,N,Gov
42175,Clunes Public School,Prim,https://clunes-p.schools.nsw.gov.au,NSW,clunes-p.school@det.nsw.edu.au,02 6629 1278,11,N,Gov
50018,Clyde Fenton Primary School,Prim,https://cfs.nt.edu.au/,NT,admin.clydesch@education.nt.gov.au,08 8973 3844,73,N,Gov
52860,Clyde Grammar,Prim,https://www.clydegrammar.vic.edu.au,VIC,info@clydegrammar.vic.edu.au,03 8903 4500,20,Y,NG
44635,Clyde Primary School,Prim,http://www.clydeps.vic.edu.au/,VIC,clyde.ps@education.vic.gov.au,(03) 5998 5293,20,N,Gov
52284,Coastal Lakes College,Sec,https://coastallakescollege.wa.edu.au/,WA,coastallakes.col@education.wa.edu.au,(08) 9583 2800,50,N,Gov
44804,Coatesville Primary School,Prim,http://www.coatesps.vic.edu.au,VIC,"Coatesville.ps@education.vic.gov.au, coatesville.ps@education.vic.gov.au",395701652,20,N,Gov
44750,Cobains Primary School,Prim,http://www.cobains.vic.edu.au,VIC,cobains.ps@education.vic.gov.au,"(03) 5149 8274, 0490 181 065",21,N,Gov
43113,Cobar High School,Sec,https://cobar-h.schools.nsw.gov.au,NSW,cobar-h.school@det.nsw.edu.au,02 6836 2705,13,N,Gov
42749,Cobargo Public School,Prim,https://cobargo-p.schools.nsw.gov.au,NSW,cobargo-p.school@det.nsw.edu.au,02 6493 6482,12,N,Gov
44156,Cobden Primary School,Prim,http://www.cobdenps.vic.edu.au,VIC,cobden.ps@education.vic.gov.au,355951087,21,N,Gov
45327,Cobden Technical School,Sec,https://www.cobtech.vic.edu.au/,VIC,cobden.ts@education.vic.gov.au,355951202,21,N,Gov
49414,Cobdogla Primary School,Prim,http://www.cobdoglaps.sa.edu.au/,SA,dl.0721.info@schools.sa.edu.au,(08) 8588 7131,42,N,Gov
46356,Cobram Anglican Grammar School,Pri/Sec,http://www.cags.vic.edu.au/,VIC,admin@cags.vic.edu.au,(03) 5871 1816,21,Y,NG
45369,Cobram Secondary College,Sec,http://www.cobramsc.vic.edu.au/,VIC,cobram.sc@education.vic.gov.au,03 58 711700,21,N,Gov
44094,Coburg Primary School,Prim,http://www.coburgps.vic.edu.au/,VIC,coburg.ps@education.vic.gov.au,,20,N,Gov
44679,Coburg West Primary School,Prim,http://www.cobw.vic.edu.au/,VIC,coburg.west.ps@education.vic.gov.au,393861286,20,N,Gov
45011,Coburn Primary School,Prim,http://www.coburnps.vic.edu.au/,VIC,coburn.ps@education.vic.gov.au,"03 9971 2999, 03 9747 9221, 03 9971 2900",20,N,Gov
48244,Cocos Islands District High School,Pri/Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4157,WA,CocosIslands.DHS@education.wa.edu.au,,54,N,Gov
42176,Coffee Camp Public School,Prim,https://coffeecamp-p.schools.nsw.gov.au,NSW,coffeecamp-p.school@det.nsw.edu.au,02 6689 9259,11,N,Gov
43967,Coffs Harbour Bible Church School,Pri/Sec,http://www.chbcs.nsw.edu.au,NSW,admin@chbcs.nsw.edu.au,,11,Y,NG
40384,Coffs Harbour Christian Community School,Pri/Sec,https://www.coffsccs.nsw.edu.au/,NSW,"jsadmin@chccs.com.au, admin@chccs.com.au","(02) 6658 8229, (02) 6653 4000, (02) 6652 6433",11,Y,NG
43862,Coffs Harbour Christian Community School - Junior Campus,Prim,http://www.coffsccs.nsw.edu.au,NSW,"jsadmin@chccs.com.au, admin@chccs.com.au","(02) 6658 8229, (02) 6653 4000, (02) 6652 6433",11,Y,NG
43733,"Coffs Harbour Christian Community School, Sherwood Cliffs Campus",Prim,http://www.sherwoodcliffs.com.au/,NSW,info@sherwoodcliffs.com.au,(02) 6649 2139,11,Y,NG
42372,Coffs Harbour High School,Sec,https://coffsharb-h.schools.nsw.gov.au,NSW,coffsharb-h.school@det.nsw.edu.au,02 6652 3466,11,N,Gov
42177,Coffs Harbour Public School,Prim,https://coffsharb-p.schools.nsw.gov.au,NSW,coffsharb-p.school@det.nsw.edu.au,02 6652 3355,11,N,Gov
40624,Coffs Harbour Senior College,Sec,https://coffsharbs-h.schools.nsw.gov.au,NSW,coffsharbs-h.school@det.nsw.edu.au,02 6659 3054,11,N,Gov
45295,Cohuna Consolidated School,Prim,http://www.cohunacs.vic.edu.au,VIC,"COHUNA.CS@EDUCATION.VIC.GOV.AU, cohuna.cs@education.vic.gov.au",61354562361,22,N,Gov
45370,Cohuna Secondary College,Sec,http://www.cohuna-sc.vic.edu.au,VIC,cohuna.sc@education.vic.gov.au,(03) 5456 3298,22,N,Gov
44046,Colac Primary School,Prim,http://www.colacps.vic.edu.au,VIC,colac.ps@education.vic.gov.au,"(03) 5231 2560, 03 5231 2560",21,N,Gov
45593,Colac Secondary College,Sec,http://www.colac-sc.vic.edu.au,VIC,colac.sc@education.vic.gov.au,"(03) 5231 9850, (03) 5231 9800",21,N,Gov
44838,Colac South West Primary School,Prim,http://www.colac-sw-ps.vic.edu.au,VIC,colac.sw.ps@education.vic.gov.au,03 5232 1170,21,N,Gov
45031,Coldstream Primary School,Prim,http://www.coldstreamps.vic.edu.au,VIC,coldstream.ps@education.vic.gov.au,770 (03) 9739 1680,20,N,Gov
42669,Coleambally Central School,Pri/Sec,https://coleamball-c.schools.nsw.gov.au,NSW,coleamball-c.school@det.nsw.edu.au,02 6954 4131,12,N,Gov
44422,Coleraine Primary School,Prim,http://www.coleraineps.vic.edu.au/,VIC,"coleraine.ps@education.vic.gov.au, vsba@education.vic.gov","(03) 5575 2711, (03) 5575 2057, 1800 896 950",22,N,Gov
41267,Collaroy Plateau Public School,Prim,https://collaroypl-p.schools.nsw.gov.au,NSW,collaroypl-p.school@det.nsw.edu.au,02 9971 5214,10,N,Gov
42751,Collector Public School,Prim,https://collector-p.schools.nsw.gov.au,NSW,collector-p.school@det.nsw.edu.au,02 4848 0024,11,N,Gov
48799,College Row School,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6004,WA,CollegeRow@education.wa.edu.au,(08) 9724 3050,51,N,Gov
48126,Collie Senior High School,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4014,WA,Collie.SHS@education.wa.edu.au,,51,N,Gov
48334,Collier Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5109,WA,collier.ps@education.wa.edu.au,,50,N,Gov
45296,Collingwood College,Pri/Sec,http://www.collingwood.vic.edu.au,VIC,collingwood.co@education.vic.gov.au,(03) 9417 6681,20,N,Gov
42178,Collins Creek Public School,Prim,https://collinsck-p.schools.nsw.gov.au,NSW,collinsck-p.school@det.nsw.edu.au,02 6633 1278,11,N,Gov
41619,Colo Heights Public School,Prim,https://colohts-p.schools.nsw.gov.au,NSW,colohts-p.school@det.nsw.edu.au,02 4565 0202,12,N,Gov
42720,Colo Vale Public School,Prim,https://colovale-p.schools.nsw.gov.au,NSW,colovale-p.school@det.nsw.edu.au,02 4889 4250,11,N,Gov
47654,Columba Catholic College,Sec,http://www.columba.catholic.edu.au,QLD,office@columba.catholic.edu.au,"07 4787 4986, 07 4754 6333, 07 4787 1744",32,N,NG
41622,Colyton Public School,Prim,https://colyton-p.schools.nsw.gov.au,NSW,colyton-p.school@det.nsw.edu.au,02 9625 8185,10,N,Gov
42179,Comboyne Public School,Prim,https://comboyne-p.schools.nsw.gov.au,NSW,comboyne-p.school@det.nsw.edu.au,02 6550 4174,12,N,Gov
48780,Comet Bay Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5804,WA,cometbay.ps@education.wa.edu.au,95233700,50,N,Gov
41623,Comleroy Road Public School,Prim,https://comleroyrd-p.schools.nsw.gov.au,NSW,comleroyrd-p.school@det.nsw.edu.au,02 4576 1600,11,N,Gov
48335,Como Primary School,Prim,https://www.comoprimaryschool.wa.edu.au/,WA,como.ps@education.wa.edu.au,,50,N,Gov
41008,Como Public School,Prim,https://como-p.schools.nsw.gov.au,NSW,como-p.school@det.nsw.edu.au,02 9528 9003,10,N,Gov
49416,Compton Primary School,Prim,http://www.comptonps.sa.edu.au,SA,dl.0724.info@schools.sa.edu.au,(08) 8725 1723,42,N,Gov
42559,Conargo Public School,Prim,https://conargo-p.schools.nsw.gov.au,NSW,conargo-p.school@det.nsw.edu.au,03 5884 6624,12,N,Gov
44976,Concord School,Special,https://www.concordsch.vic.edu.au/,VIC,concord.sch@education.vic.gov.au,,20,N,Gov
49793,Concordia College,Pri/Sec,http://www.concordia.sa.edu.au,SA,"mail@concordia.sa.edu.au, spmail@concordia.sa.edu.au, sjmail@concordia.sa.edu.au",,40,Y,NG
41586,Condell Park High School,Sec,https://condellpk-h.schools.nsw.gov.au,NSW,condellpk-h.school@det.nsw.edu.au,02 9709 4522,10,N,Gov
41431,Condell Park Public School,Prim,https://condellpk-p.schools.nsw.gov.au,NSW,condellpk-p.school@det.nsw.edu.au,02 9796 7998,10,N,Gov
48336,Condingup Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5111,WA,Condingup.PS@education.wa.edu.au,60212900,53,N,Gov
43108,Condobolin High School,Sec,https://condobolin-h.schools.nsw.gov.au,NSW,condobolin-h.school@det.nsw.edu.au,02 6895 2333,12,N,Gov
42961,Condobolin Public School,Prim,https://condobolin-p.schools.nsw.gov.au,NSW,condobolin-p.school@det.nsw.edu.au,02 6895 2134,12,N,Gov
44481,Congupna Primary School,Prim,http://www.congupnaps.vic.edu.au,VIC,congupna.ps@education.vic.gov.au,358299286,21,N,Gov
42752,Coniston Public School,Prim,https://coniston-p.schools.nsw.gov.au,NSW,coniston-p.school@det.nsw.edu.au,02 4229 1117,10,N,Gov
41009,Connells Point Public School,Prim,https://connellspt-p.schools.nsw.gov.au,NSW,connellspt-p.school@det.nsw.edu.au,02 9546 1730,10,N,Gov
48711,Connolly Primary School,Prim,http://www.connollyps.wa.edu.au,WA,connolly.ps@education.wa.edu.au,(08) 6206 3200,50,N,Gov
41152,Conservatorium High School,Sec,https://conservat-h.schools.nsw.gov.au,NSW,conservat-h.school@det.nsw.edu.au,02 9351 1350,10,N,Gov
49512,Coober Pedy Area School,Pri/Sec,http://www.cooberpedy.sa.edu.au,SA,dl.0920.info@schools.sa.edu.au,61 (08) 8672 5077,44,N,Gov
48237,Coodanup College,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4148,WA,Coodanup.Col@education.wa.edu.au,,50,N,Gov
44026,Coogee Boys' Preparatory School,Prim,http://www.coogeeprep.nsw.edu.au,NSW,"admissions@coogeeprep.nsw.edu.au, office@coogeeprep.nsw.edu.au",(02) 9398 6310,10,Y,NG
41121,Cook School,Special,https://cook-s.schools.nsw.gov.au,NSW,cook-s.school@det.nsw.edu.au,02 8539 7155,10,N,Gov
42963,Coolah Central School,Pri/Sec,https://coolah-c.schools.nsw.gov.au,NSW,coolah-c.school@det.nsw.edu.au,02 6377 1101,12,N,Gov
42560,Coolamon Central School,Pri/Sec,https://coolamon-c.schools.nsw.gov.au,NSW,coolamon-c.school@det.nsw.edu.au,02 6927 3209,11,N,Gov
44933,Coolaroo South Primary School,Prim,http://www.coolaroosouthps.vic.edu.au/,VIC,"coolaroo.south.ps@education.vic.gov.au, office@nseyc.org.au","(03) 9309 1664, (03) 9306 1662, (03) 9302 2191, (03) 9309 1664",20,N,Gov
48340,Coolgardie Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5117,WA,Coolgardie.PS@education.wa.edu.au,90683100,54,N,Gov
42181,Coolongolook Public School,Prim,https://coolongolo-p.schools.nsw.gov.au,NSW,coolongolo-p.school@det.nsw.edu.au,02 4997 7183,11,N,Gov
48630,Cooloongup Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5606,WA,Cooloongup.ps@education.wa.edu.au,08 9591 6900,50,N,Gov
49417,Coomandook Area School,Pri/Sec,http://www.coomyas.sa.edu.au,SA,dl.0729.info@schools.sa.edu.au,"(08) 8847 2202, (08) 8573 3007",42,N,Gov
43121,Coomealla High School,Sec,https://coomealla-h.schools.nsw.gov.au,NSW,coomealla-h.school@det.nsw.edu.au,03 5027 4506,12,N,Gov
43109,Coonabarabran High School,Sec,https://coonabarab-h.schools.nsw.gov.au,NSW,coonabarab-h.school@det.nsw.edu.au,02 6842 1099,12,N,Gov
42964,Coonabarabran Public School,Prim,https://coonabarab-p.schools.nsw.gov.au,NSW,coonabarab-p.school@det.nsw.edu.au,02 6842 1771,12,N,Gov
43117,Coonamble High School,Sec,https://coonamble-h.schools.nsw.gov.au,NSW,coonamble-h.school@det.nsw.edu.au,02 6822 1522,13,N,Gov
42182,Coopernook Public School,Prim,https://coopernook-p.schools.nsw.gov.au,NSW,coopernook-p.school@det.nsw.edu.au,02 6556 3162,11,N,Gov
42183,Coorabell Public School,Prim,https://coorabell-p.schools.nsw.gov.au,NSW,coorabell-p.school@det.nsw.edu.au,02 6684 7281,11,N,Gov
49264,Coorara Primary School,Prim,http://www.cooraraps.sa.edu.au,SA,"info@coorarakindergarten.com.au, dl.0323.info@schools.sa.edu.au","(08) 8325 0866, 564 565 566 567",40,N,Gov
48341,Coorow Primary School,Prim,https://www.coorowps.wa.edu.au/,WA,coorow.ps@education.wa.edu.au,08 9952 2800,53,N,Gov
42699,Cootamundra High School,Sec,https://cootamundr-h.schools.nsw.gov.au,NSW,cootamundr-h.school@det.nsw.edu.au,02 6942 2711,11,N,Gov
42561,Cootamundra Public School,Prim,https://cootamundr-p.schools.nsw.gov.au,NSW,cootamundr-p.school@det.nsw.edu.au,02 6942 1402,11,N,Gov
42060,Copacabana Public School,Prim,https://copacabana-p.schools.nsw.gov.au,NSW,copacabana-p.school@det.nsw.edu.au,02 4382 1766,10,N,Gov
42185,Coraki Public School,Prim,https://coraki-p.schools.nsw.gov.au,NSW,coraki-p.school@det.nsw.edu.au,02 6683 2073,11,N,Gov
42186,Coramba Public School,Prim,https://coramba-p.schools.nsw.gov.au,NSW,coramba-p.school@det.nsw.edu.au,02 6654 4227,11,N,Gov
41796,Coreen School,Special,https://coreen-s.schools.nsw.gov.au,NSW,coreen-s.school@det.nsw.edu.au,02 9622 1095,10,N,Gov
42187,Corindi Public School,Prim,https://corindi-p.schools.nsw.gov.au,NSW,corindi-p.school@det.nsw.edu.au,02 6649 2734,11,N,Gov
42188,Corndale Public School,Prim,https://corndale-p.schools.nsw.gov.au,NSW,corndale-p.school@det.nsw.edu.au,02 6628 4305,11,N,Gov
50513,Cornish College,Pri/Sec,http://www.cornishcollege.vic.edu.au,VIC,office@cornishcollege.vic.edu.au,39 616 523 730,20,Y,NG
42702,Corowa High School,Sec,https://corowa-h.schools.nsw.gov.au,NSW,corowa-h.school@det.nsw.edu.au,02 6033 1889,11,N,Gov
42562,Corowa Public School,Prim,https://corowa-p.schools.nsw.gov.au,NSW,corowa-p.school@det.nsw.edu.au,02 6033 1606,11,N,Gov
42563,Corowa South Public School,Prim,https://corowasth-p.schools.nsw.gov.au,NSW,corowasth-p.school@det.nsw.edu.au,02 6033 1535,11,N,Gov
43254,Corpus Christi Catholic Primary School,Prim,https://www.ccsidbb.catholic.edu.au,NSW,ccsi@dbb.catholic.edu.au,02 7256 2114,10,N,NG
40000,Corpus Christi Catholic School,Prim,http://www.corpuschristi.tas.edu.au,TAS,office.ccs@catholic.tas.edu.au,03 6244 7288,61,N,NG
48978,Corpus Christi College,Pri/Sec,http://www.corpus.wa.edu.au,WA,enquiries@corpus.wa.edu.au,,50,N,NG
43479,Corpus Christi College Maroubra,Sec,https://cccmaroubra.syd.catholic.edu.au,NSW,info@cccmaroubra.catholic.edu.au,"035 (02) 9349 7333, (02) 9349 7333",10,N,NG
46078,Corpus Christi School,Prim,http://www.ccwerribee.catholic.edu.au,VIC,principal@ccwerribee.catholic.edu.au,03 9741 8440,20,N,NG
45905,Corpus Christi School,Prim,http://www.ccglenroy.catholic.edu.au,VIC,principal@ccglenroy.catholic.edu.au,,20,N,NG
45862,Corpus Christi School,Prim,http://www.cckingsville.catholic.edu.au,VIC,principal@cckingsville.catholic.edu.au,(03) 9314 7303,20,N,NG
42845,Corrimal East Public School,Prim,https://corrimale-p.schools.nsw.gov.au,NSW,corrimale-p.school@det.nsw.edu.au,02 4284 4582,10,N,Gov
42909,Corrimal High School,Sec,https://corrimal-h.schools.nsw.gov.au,NSW,corrimal-h.school@det.nsw.edu.au,02 4285 1199,10,N,Gov
45576,Corryong College,Pri/Sec,http://www.corryong.vic.edu.au,VIC,corryong.co@education.vic.gov.au,"0498143788, 02 6076 1566 0498",22,N,Gov
48342,Cottesloe Primary School,Prim,http://cottesloeps.wa.edu.au/,WA,Cottesloe.ps@education.wa.edu.au,,50,N,Gov
43700,Covenant Christian School,Pri/Sec,http://www.covenant.nsw.edu.au,NSW,admin@covenant.nsw.edu.au,,10,Y,NG
41205,Cowan Public School,Prim,https://cowan-p.schools.nsw.gov.au,NSW,cowan-p.school@det.nsw.edu.au,02 9456 1065,11,N,Gov
49152,Cowandilla Primary School,Prim,http://www.cowandilla.sa.edu.au,SA,dl.0106.info@schools.sa.edu.au,,40,N,Gov
49422,Cowell Area School,Pri/Sec,http://www.cowellas.sa.edu.au,SA,dl.0735.info@schools.sa.edu.au,(08) 8629 2150,43,N,Gov
44246,Cowes Primary School,Prim,http://www.cowesps.vic.edu.au/,VIC,cowes.ps@education.vic.gov.au,03 5952 2132,21,N,Gov
42190,Cowper Public School,Prim,https://cowper-p.schools.nsw.gov.au,NSW,cowper-p.school@det.nsw.edu.au,02 6647 6339,11,N,Gov
44390,Cowwarr Primary School,Prim,http://www.cowwarrps.vic.edu.au,VIC,Cowwarr.ps@education.vic.gov.au,03 5139 7100,21,N,Gov
49631,Craigburn Primary School,Prim,http://www.craigburn.sa.edu.au,SA,dl.1226.admin@schools.sa.edu.au,(08) 8270 4144,40,N,Gov
45496,Craigieburn Secondary College,Sec,http://www.craigieburnsc.vic.edu.au/,VIC,craigieburn.sc@education.vic.gov.au,(03) 9308 1144,20,N,Gov
45108,Craigieburn South Primary School,Prim,http://www.craigsth.vic.edu.au/,VIC,craigieburn.south.ps@education.vic.gov.au,(03) 9308 3133,20,N,Gov
49649,Craigmore South Primary School,Prim,http://www.css.sa.edu.au/,SA,dl.1449_info@schools.sa.edu.au,"08 8255 0533, (08) 8255 0533",40,N,Gov
50277,Cranbourne East Primary School,Prim,http://www.cranbourneeastps.vic.edu.au,VIC,cranbourne.east.ps@education.vic.gov.au,,20,N,Gov
50278,Cranbourne East Secondary College,Sec,http://www.cesc.vic.edu.au/,VIC,cranbourne.east.sc@education.vic.gov.au,(03) 5990 0200,20,N,Gov
44891,Cranbourne Park Primary School,Prim,https://www.cranbournepark.vic.edu.au/,VIC,cranbourne.park.ps@education.vic.gov.au,59961142,20,N,Gov
44412,Cranbourne Primary School,Prim,http://www.cranbourne-ps.vic.edu.au/,VIC,cranbourne.ps@education.vic.gov.au,359961744,20,N,Gov
44829,Cranbourne South Primary School,Prim,http://www.cranbournesouth.vic.edu.au/,VIC,cranbourne.south.ps@education.vic.gov.au,"(03) 9782-2999, 74 235 948 443, (03) 9782-2656",20,N,Gov
45072,Cranbourne West Primary School,Prim,http://www.cranbournewestps.vic.edu.au,VIC,cranbourne.west.ps@education.vic.gov.au,(03) 5996 2878,20,N,Gov
52920,Cranbourne West Secondary College,Sec,https://www.cwsc.vic.edu.au,VIC,cranbourne.west.sc@education.vic.gov.au,"(03) 9770 7200, 79 748 599 593",20,N,Gov
43969,Cranbrook School,Sec,http://www.cranbrook.nsw.edu.au,NSW,"juniorschool@cranbrook.nsw.edu.au, seniorschool@cranbrook.nsw.edu.au, preschool@cranbrook.nsw.edu.au",79 000 007 723,10,Y,NG
41844,Cranebrook High School,Sec,https://cranebrook-h.schools.nsw.gov.au,NSW,cranebrook-h.school@det.nsw.edu.au,02 4729 0777,10,N,Gov
41757,Crawford Public School,Prim,https://crawford-p.schools.nsw.gov.au,NSW,crawford-p.school@det.nsw.edu.au,02 9621 7988,10,N,Gov
48823,Creaney Education Support Centre,Special,http://creaneyesc.wa.edu.au,WA,"Creaney.ESC@education.wa.edu.au, creaney.ESC@education.wa.edu.au",(08) 9408 2950,50,N,Gov
46266,Creek Street Christian College,Pri/Sec,http://www.creekstreet.vic.edu.au/,VIC,info@creekstreet.vic.edu.au,03 5442 1722,21,Y,NG
45249,Creekside K-9 College,Pri/Sec,http://www.creeksidecollege.vic.edu.au,VIC,creekside.k9@education.vic.gov.au,023 (03) 8363 6400,20,N,Gov
42192,Crescent Head Public School,Prim,https://crescenthd-p.schools.nsw.gov.au,NSW,crescenthd-p.school@det.nsw.edu.au,02 6566 0255,11,N,Gov
41839,Crestwood High School,Sec,https://crestwood-h.schools.nsw.gov.au,NSW,crestwood-h.school@det.nsw.edu.au,02 9639 7422,10,N,Gov
44401,Creswick North Primary School,Prim,http://www.creswicknorthps.vic.edu.au,VIC,creswick.north.ps@education.vic.gov.au,(03) 5345 2012,21,N,Gov
44555,Crib Point Primary School,Prim,http://www.cpps.vic.edu.au/,VIC,crib.point.ps@education.vic.gov.au,"(03) 5983 9282, (03) 5983 8876",20,N,Gov
41309,Cromehurst School,Special,https://cromehurst-s.schools.nsw.gov.au,NSW,cromehurst-s.school@det.nsw.edu.au,02 9416 9281,10,N,Gov
41282,Cromer Public School,Prim,https://cromer-p.schools.nsw.gov.au,NSW,cromer-p.school@det.nsw.edu.au,02 9971 0499,10,N,Gov
41061,Cronulla South Public School,Prim,https://cronullas-p.schools.nsw.gov.au,NSW,cronullas-p.school@det.nsw.edu.au,02 9523 5649,10,N,Gov
42756,Crookwell Public School,Prim,https://crookwell-p.schools.nsw.gov.au,NSW,crookwell-p.school@det.nsw.edu.au,02 4832 1213,11,N,Gov
42495,Croppa Creek Public School,Prim,https://croppacrk-p.schools.nsw.gov.au,NSW,croppacrk-p.school@det.nsw.edu.au,02 6754 5215,12,N,Gov
42193,Crossmaglen Public School,Prim,https://crossmagle-p.schools.nsw.gov.au,NSW,crossmagle-p.school@det.nsw.edu.au,02 6653 4295,11,N,Gov
49789,Crossways Lutheran School Ceduna,Pri/Sec,http://www.crossways.sa.edu.au/,SA,admin@crossways.sa.edu.au,08.8625.2873,44,Y,NG
